location_id,year,month,context,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_or_more,total
76,2020,2,1,0,1,2,5,5,10,7,15,6,8,8,9,6,12,7,2,5,108
76,2020,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2020,2,3,0,0,0,0,1,5,3,2,0,0,0,1,0,2,2,1,0,17
76,2020,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2020,3,1,221,96,79,147,428,786,1285,1658,1725,1666,1860,1790,1632,1473,1174,868,1356,18282
76,2020,3,2,4,2,0,4,1,6,16,24,21,30,31,39,93,87,88,78,179,703
76,2020,3,3,78,42,25,32,77,187,361,563,573,601,668,718,790,741,600,509,791,7356
76,2020,3,4,1.8099547511312217,2.0833333333333335,0.0,2.7210884353741496,0.2336448598130841,0.7633587786259542,1.245136186770428,1.4475271411338964,1.2173913043478262,1.8007202881152462,1.6666666666666667,2.17877094972067,5.698529411764706,5.906313645621181,7.4957410562180575,8.986175115207374,13.200589970501476,3.8453123290668416
76,2020,4,1,806,389,416,708,2561,4842,7007,8698,8999,8793,8706,8422,7301,6813,5907,4807,8547,93782
76,2020,4,2,30,8,8,24,59,94,175,303,501,634,814,1067,1365,1567,1569,1425,2963,12608
76,2020,4,3,371,152,138,189,569,1122,1951,2929,3457,3743,4113,4289,4030,4077,3566,2985,5314,43000
76,2020,4,4,3.7220843672456576,2.056555269922879,1.9230769230769231,3.389830508474576,2.3037875829754,1.9413465510119785,2.4975024975024973,3.4835594389514832,5.567285253917102,7.210280905265552,9.349873650356077,12.66919971503206,18.696069031639503,23.000146778218113,26.561706449974608,29.64426877470356,34.66713466713467,13.44394446695528
76,2020,5,1,1662,1241,1567,2898,7400,10913,14166,15966,15913,15005,14727,14363,13193,12664,11544,9624,16745,179698
76,2020,5,2,95,38,45,66,126,222,383,700,1002,1328,1849,2567,3308,4065,4206,3984,8413,32402
76,2020,5,3,579,291,273,421,1068,1838,3149,4749,5600,6092,7038,7793,8180,8419,7786,6680,11829,81800
76,2020,5,4,5.7160048134777375,3.06204673650282,2.871729419272495,2.277432712215321,1.7027027027027026,2.034271052872721,2.7036566426655373,4.384316672929976,6.296738515679005,8.850383205598133,12.555170774767435,17.872310798579683,25.07390282725688,32.09886291850916,36.434511434511435,41.39650872817955,50.24186324275903,18.0313637324845
76,2020,6,1,2879,2328,2762,4810,10159,13348,15935,17232,16646,15375,14827,14138,13179,12013,10649,8528,15113,190213
76,2020,6,2,50,37,20,57,127,183,342,558,819,1100,1447,2110,2792,3423,3667,3490,7695,27922
76,2020,6,3,734,425,322,457,1143,1951,3084,4453,5227,6023,6748,7692,8075,8109,7693,6478,11802,80434
76,2020,6,4,1.736714136853074,1.5893470790378006,0.724112961622013,1.185031185031185,1.2501230436066542,1.3709919089002098,2.146219014747411,3.2381615598885793,4.920100925147183,7.154471544715447,9.759223039050381,14.92431744235394,21.185218908870173,28.494131357695828,34.435158230819795,40.92401500938087,50.91642956395157,14.679333168605721
76,2020,7,1,3260,2734,2929,5238,10165,12922,15131,16433,16035,14718,14678,14319,13424,12581,11089,9185,15799,201954
76,2020,7,2,55,32,26,51,97,181,333,559,804,1083,1528,2130,2922,3527,3795,3681,7889,28695
76,2020,7,3,890,566,345,553,1133,1922,3137,4716,5706,6163,7453,8454,9167,9300,8561,7447,13229,88758
76,2020,7,4,1.687116564417178,1.1704462326261886,0.8876749743939911,0.9736540664375716,0.9542547958681751,1.4007119640922459,2.2007798559249223,3.401691717884744,5.014031805425631,7.35833673053404,10.410137620929282,14.875340456735806,21.766984505363528,28.03433749304507,34.22310397691406,40.076211213935764,49.93354009747453,14.208681184824266
76,2020,8,1,2228,1881,1990,3510,6802,8679,10416,11306,11357,10740,11045,10859,10118,9638,8660,6950,12544,140084
76,2020,8,2,41,21,14,40,80,147,246,404,594,887,1274,1770,2436,3093,3292,3183,6778,24302
76,2020,8,3,598,426,265,408,907,1471,2370,3620,4412,4901,5915,6783,7279,7589,7061,6032,10781,70825
76,2020,8,4,1.8402154398563735,1.1164274322169059,0.7035175879396985,1.1396011396011396,1.1761246692149367,1.6937435188385759,2.3617511520737327,3.5733238988147886,5.230254468609668,8.258845437616387,11.534631054775916,16.299843447831293,24.07590432891876,32.09172027391575,38.01385681293303,45.798561151079134,54.03380102040816,17.348162531052797
76,2020,9,1,1755,1414,1476,2615,5158,6851,7963,8717,8354,7585,7776,8070,7469,6978,6382,4992,9278,102850
76,2020,9,2,27,10,6,29,77,102,178,287,440,599,852,1244,1714,2208,2522,2284,4994,17573
76,2020,9,3,480,330,187,320,608,1105,1768,2666,3189,3557,4269,5055,5414,5696,5469,4385,8038,52540
76,2020,9,4,1.5384615384615385,0.7072135785007072,0.4065040650406504,1.1089866156787762,1.4928266770065917,1.488833746898263,2.2353384402863243,3.2924171159802684,5.266937993775437,7.8971654581410675,10.95679012345679,15.415117719950434,22.94818583478377,31.64230438521066,39.51739266687559,45.75320512820513,53.8262556585471,17.086047642197375
76,2020,10,1,1650,1501,1462,2670,5808,7608,8969,9884,9611,8593,8262,7909,7438,6572,5700,4440,7423,105525
76,2020,10,2,15,14,17,29,47,86,147,229,328,434,596,910,1274,1694,1733,1688,3523,12764
76,2020,10,3,408,256,199,261,495,920,1504,2138,2577,2771,3386,3910,4386,4414,4189,3462,6236,41519
76,2020,10,4,0.9090909090909091,0.9327115256495669,1.1627906976744187,1.0861423220973783,0.809228650137741,1.1303890641430074,1.6389787044263575,2.3168757588021043,3.4127562168348766,5.050622599790527,7.2137496974098285,11.505879377923884,17.128260285022854,25.776019476567257,30.403508771929825,38.01801801801802,47.46059544658494,12.095711916607438
76,2020,11,1,1509,1268,1338,2608,5734,7632,9416,10470,10290,9953,9999,10671,9974,9609,8378,6535,10587,126002
76,2020,11,2,18,13,9,19,45,66,140,211,313,372,569,866,1316,1563,1813,1679,3566,12582
76,2020,11,3,512,290,159,248,654,1133,2006,2878,3505,3966,4547,5716,6089,6334,5856,4723,7962,56586
76,2020,11,4,1.1928429423459244,1.025236593059937,0.672645739910314,0.7285276073619632,0.7847924659923264,0.8647798742138365,1.4868309260832626,2.0152817574021014,3.0417881438289602,3.737566562845373,5.690569056905691,8.115453097179271,13.194305193503109,16.266000624414612,21.640009548818334,25.692425401683245,33.68281855105318,9.985555784828811
76,2020,12,1,942,614,596,913,2270,3451,4810,5942,6907,7230,8001,9324,10118,10155,9312,7546,13133,101305
76,2020,12,2,37,16,16,30,72,108,227,394,551,741,1077,1636,2323,2900,3176,2952,6503,22761
76,2020,12,3,561,291,207,262,635,1349,2391,3589,4589,5350,6290,7655,8610,8976,8305,6827,11826,77724
76,2020,12,4,3.9278131634819533,2.6058631921824102,2.684563758389262,3.285870755750274,3.171806167400881,3.1295276731382207,4.71933471933472,6.6307640525075735,7.977414217460547,10.248962655601659,13.460817397825272,17.546117546117546,22.95908282269223,28.557360905957655,34.106529209621996,39.12006360985953,49.51648518997944,22.467795271704258
76,2021,1,1,215,176,191,451,1011,1290,1528,1721,1712,1605,1622,1734,1617,1472,1217,878,1321,19772
76,2021,1,2,20,15,9,17,33,87,162,292,415,579,837,1264,1764,2217,2399,2203,3897,16215
76,2021,1,3,134,70,63,78,187,412,779,1227,1545,1817,2152,2691,3036,3164,2891,2238,3473,25960
76,2021,1,4,9.30232558139535,8.522727272727273,4.712041884816754,3.7694013303769403,3.264094955489614,6.744186046511628,10.602094240837696,16.96687972109239,24.240654205607477,36.074766355140184,51.60295930949445,72.89504036908882,109.0909090909091,150.61141304347825,197.1240755957272,250.9111617312073,295.00378501135503,82.00991300829456
76,2021,2,1,77,75,70,150,365,524,585,692,630,523,459,411,308,147,121,68,71,5276
76,2021,2,2,2,1,2,5,5,10,14,28,49,72,106,145,217,281,272,180,299,1688
76,2021,2,3,1,1,2,2,2,3,10,21,15,16,26,28,27,28,24,26,49,281
76,2021,2,4,2.5974025974025974,1.3333333333333333,2.857142857142857,3.3333333333333335,1.36986301369863,1.9083969465648856,2.393162393162393,4.046242774566474,7.777777777777778,13.766730401529637,23.093681917211327,35.27980535279806,70.45454545454545,191.156462585034,224.79338842975207,264.70588235294116,421.1267605633803,31.99393479909022
76,2021,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2021,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2021,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2021,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2020,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11,2020,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2020,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11,2020,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2020,3,1,0,0,0,0,0,4,3,0,0,1,0,0,0,1,2,0,0,11
11,2020,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11,2020,3,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,4
11,2020,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,9.090909090909092
11,2020,4,1,0,2,0,2,5,10,3,27,21,22,16,14,24,22,13,10,13,204
11,2020,4,2,0,0,0,0,0,0,0,4,0,1,2,3,5,5,1,1,3,25
11,2020,4,3,0,0,0,1,2,6,2,12,16,14,7,4,14,17,4,6,5,110
11,2020,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.814814814814815,0.0,4.545454545454546,12.5,21.428571428571427,20.833333333333332,22.727272727272727,7.6923076923076925,10.0,23.076923076923077,12.254901960784315
11,2020,5,1,3,1,0,7,6,22,34,40,46,63,52,67,68,61,64,45,59,639
11,2020,5,2,0,0,0,4,1,1,2,4,10,21,12,19,26,23,28,14,26,191
11,2020,5,3,3,1,0,4,1,16,16,34,35,47,31,39,38,43,39,30,26,404
11,2020,5,4,0.0,0.0,0.0,57.142857142857146,16.666666666666668,4.545454545454546,5.882352941176471,10.0,21.73913043478261,33.333333333333336,23.076923076923077,28.35820895522388,38.23529411764706,37.704918032786885,43.75,31.11111111111111,44.067796610169495,29.890453834115807
11,2020,6,1,8,7,5,3,18,14,55,53,62,78,86,114,91,100,106,57,98,955
11,2020,6,2,1,1,0,1,0,2,11,11,26,21,28,35,33,49,57,48,57,381
11,2020,6,3,7,6,3,3,13,14,54,45,38,62,74,97,80,65,73,50,82,766
11,2020,6,4,12.5,14.285714285714286,0.0,33.333333333333336,0.0,14.285714285714286,20.0,20.754716981132077,41.935483870967744,26.923076923076923,32.55813953488372,30.70175438596491,36.26373626373626,49.0,53.77358490566038,84.21052631578948,58.16326530612245,39.89528795811518
11,2020,7,1,5,6,5,10,23,31,36,49,61,67,95,100,87,89,86,55,95,901
11,2020,7,2,1,1,0,2,4,4,5,13,16,19,23,40,41,40,49,37,62,357
11,2020,7,3,2,7,5,9,22,23,33,45,67,60,73,90,84,78,79,44,87,808
11,2020,7,4,20.0,16.666666666666668,0.0,20.0,17.391304347826086,12.903225806451612,13.88888888888889,26.53061224489796,26.229508196721312,28.35820895522388,24.210526315789473,40.0,47.12643678160919,44.943820224719104,56.97674418604651,67.27272727272727,65.26315789473684,39.62264150943396
11,2020,8,1,6,3,5,11,26,20,46,54,56,61,81,70,68,75,63,46,89,780
11,2020,8,2,1,1,0,0,5,3,7,8,6,17,18,28,18,39,43,30,55,279
11,2020,8,3,10,6,5,9,17,18,41,40,47,59,77,76,60,62,64,45,82,718
11,2020,8,4,16.666666666666668,33.333333333333336,0.0,0.0,19.23076923076923,15.0,15.217391304347826,14.814814814814815,10.714285714285714,27.868852459016395,22.22222222222222,40.0,26.470588235294116,52.0,68.25396825396825,65.21739130434783,61.79775280898876,35.76923076923077
11,2020,9,1,2,4,0,9,7,5,19,21,27,26,33,36,35,29,27,30,50,360
11,2020,9,2,1,0,0,1,1,0,1,2,5,7,17,8,11,22,22,16,40,154
11,2020,9,3,3,4,0,3,8,10,15,28,30,28,37,44,41,37,35,32,49,404
11,2020,9,4,50.0,0.0,0.0,11.11111111111111,14.285714285714286,0.0,5.2631578947368425,9.523809523809524,18.51851851851852,26.923076923076923,51.515151515151516,22.22222222222222,31.428571428571427,75.86206896551724,81.48148148148148,53.333333333333336,80.0,42.77777777777778
11,2020,10,1,2,5,2,2,5,12,8,22,11,22,21,27,23,15,23,12,24,236
11,2020,10,2,0,1,1,0,0,2,1,3,3,4,4,6,4,12,4,12,17,74
11,2020,10,3,2,4,1,3,4,9,15,15,14,24,17,17,21,14,14,10,27,211
11,2020,10,4,0.0,20.0,50.0,0.0,0.0,16.666666666666668,12.5,13.636363636363637,27.272727272727273,18.181818181818183,19.047619047619047,22.22222222222222,17.391304347826086,80.0,17.391304347826086,100.0,70.83333333333333,31.35593220338983
11,2020,11,1,10,11,5,3,6,13,18,30,23,48,45,65,62,59,54,43,59,554
11,2020,11,2,1,1,0,0,0,0,3,4,1,3,10,10,3,14,20,8,22,100
11,2020,11,3,7,5,3,3,2,12,15,32,17,32,37,52,44,44,47,28,39,419
11,2020,11,4,10.0,9.090909090909092,0.0,0.0,0.0,0.0,16.666666666666668,13.333333333333334,4.3478260869565215,6.25,22.22222222222222,15.384615384615385,4.838709677419355,23.728813559322035,37.03703703703704,18.6046511627907,37.28813559322034,18.050541516245488
11,2020,12,1,4,9,5,2,4,5,24,15,21,43,52,42,53,64,48,56,60,507
11,2020,12,2,2,0,1,0,0,0,5,5,3,11,10,12,26,25,28,31,41,200
11,2020,12,3,6,11,6,1,5,7,15,12,21,33,46,45,48,55,32,43,51,437
11,2020,12,4,50.0,0.0,20.0,0.0,0.0,0.0,20.833333333333332,33.333333333333336,14.285714285714286,25.58139534883721,19.23076923076923,28.571428571428573,49.056603773584904,39.0625,58.333333333333336,55.357142857142854,68.33333333333333,39.447731755424066
11,2021,1,1,0,0,0,1,2,0,4,4,3,3,6,7,9,11,11,5,12,78
11,2021,1,2,0,0,0,0,0,0,3,1,1,7,13,12,19,22,24,21,28,151
11,2021,1,3,0,0,0,1,0,0,9,6,7,17,13,14,21,18,23,13,19,161
11,2021,1,4,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,33.333333333333336,233.33333333333334,216.66666666666666,171.42857142857142,211.11111111111111,200.0,218.1818181818182,420.0,233.33333333333334,193.5897435897436
11,2021,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11,2021,2,2,0,0,0,1,0,0,0,1,0,0,0,0,3,5,3,2,0,15
11,2021,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,4
11,2021,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,1.5e3
11,2021,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2021,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2021,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2021,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2020,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2020,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2020,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2020,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2020,3,1,0,0,0,0,1,1,3,2,1,2,1,0,1,0,0,2,2,16
12,2020,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2020,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
12,2020,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2020,4,1,1,1,1,0,1,3,9,10,6,16,16,10,14,7,12,7,14,128
12,2020,4,2,0,0,0,0,0,0,0,1,1,1,1,1,4,2,1,5,5,22
12,2020,4,3,0,0,1,0,1,1,4,8,5,7,6,4,6,2,4,2,4,55
12,2020,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.666666666666668,6.25,6.25,10.0,28.571428571428573,28.571428571428573,8.333333333333334,71.42857142857143,35.714285714285715,17.1875
12,2020,5,1,2,0,0,6,7,12,21,36,31,27,35,27,26,51,44,40,48,413
12,2020,5,2,1,0,0,2,0,1,5,10,2,6,10,10,10,16,20,17,28,138
12,2020,5,3,2,0,0,2,5,12,15,23,22,18,25,21,16,34,25,20,30,270
12,2020,5,4,50.0,0.0,0.0,33.333333333333336,0.0,8.333333333333334,23.80952380952381,27.77777777777778,6.451612903225806,22.22222222222222,28.571428571428573,37.03703703703704,38.46153846153846,31.372549019607842,45.45454545454545,42.5,58.333333333333336,33.41404358353511
12,2020,6,1,1,1,0,0,8,14,13,14,24,21,35,28,39,23,22,16,35,294
12,2020,6,2,1,1,1,1,1,3,2,3,5,12,18,14,21,19,26,20,31,179
12,2020,6,3,1,1,0,2,3,5,13,9,18,20,29,22,34,24,30,18,33,262
12,2020,6,4,100.0,100.0,0.0,0.0,12.5,21.428571428571427,15.384615384615385,21.428571428571427,20.833333333333332,57.142857142857146,51.42857142857143,50.0,53.84615384615385,82.6086956521739,118.18181818181819,125.0,88.57142857142857,60.8843537414966
12,2020,7,1,0,1,1,5,8,10,18,19,15,28,24,21,23,18,16,19,22,257
12,2020,7,2,0,0,0,0,0,0,3,3,6,4,6,12,11,11,10,9,20,95
12,2020,7,3,0,1,1,2,2,5,9,11,17,23,14,20,20,21,12,19,26,203
12,2020,7,4,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,15.789473684210526,40.0,14.285714285714286,25.0,57.142857142857146,47.82608695652174,61.111111111111114,62.5,47.36842105263158,90.9090909090909,36.96498054474708
12,2020,8,1,0,0,0,1,5,15,9,7,20,18,11,14,19,15,12,10,20,176
12,2020,8,2,0,0,0,0,0,1,1,0,1,1,6,4,8,3,5,6,8,44
12,2020,8,3,0,0,0,2,3,7,3,4,12,8,12,8,17,11,19,12,16,134
12,2020,8,4,0.0,0.0,0.0,0.0,0.0,6.666666666666667,11.11111111111111,0.0,5.0,5.555555555555555,54.54545454545455,28.571428571428573,42.10526315789474,20.0,41.666666666666664,60.0,40.0,25.0
12,2020,9,1,0,0,1,2,2,3,11,6,11,7,8,10,7,13,10,4,12,107
12,2020,9,2,0,0,0,0,0,1,1,0,1,0,0,1,1,6,5,2,10,28
12,2020,9,3,0,0,0,3,1,2,6,2,7,6,6,7,9,10,10,3,18,90
12,2020,9,4,0.0,0.0,0.0,0.0,0.0,33.333333333333336,9.090909090909092,0.0,9.090909090909092,0.0,0.0,10.0,14.285714285714286,46.15384615384615,50.0,50.0,83.33333333333333,26.16822429906542
12,2020,10,1,1,0,1,3,10,19,39,30,38,30,18,19,17,11,13,7,9,265
12,2020,10,2,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,5,6,21
12,2020,10,3,0,0,0,1,2,3,12,4,9,10,7,15,14,9,11,4,9,110
12,2020,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,5.2631578947368425,5.882352941176471,27.272727272727273,23.076923076923077,71.42857142857143,66.66666666666667,7.9245283018867925
12,2020,11,1,1,2,2,3,24,36,43,51,48,34,22,32,22,24,16,12,14,386
12,2020,11,2,1,0,0,0,0,0,1,0,1,0,0,3,6,3,6,0,4,25
12,2020,11,3,2,0,0,0,4,3,10,16,19,18,11,12,9,12,7,9,9,141
12,2020,11,4,100.0,0.0,0.0,0.0,0.0,0.0,2.3255813953488373,0.0,2.0833333333333335,0.0,0.0,9.375,27.272727272727273,12.5,37.5,0.0,28.571428571428573,6.476683937823834
12,2020,12,1,2,1,0,1,14,16,18,32,25,28,22,14,21,22,17,6,19,258
12,2020,12,2,0,0,0,0,0,2,2,0,4,6,3,4,9,7,8,7,9,61
12,2020,12,3,1,1,0,0,1,2,5,9,11,17,16,13,17,18,16,7,14,148
12,2020,12,4,0.0,0.0,0.0,0.0,0.0,12.5,11.11111111111111,0.0,16.0,21.428571428571427,13.636363636363637,28.571428571428573,42.857142857142854,31.818181818181817,47.05882352941177,116.66666666666667,47.36842105263158,23.643410852713178
12,2021,1,1,0,1,3,1,7,3,1,6,3,5,4,2,3,0,1,1,2,43
12,2021,1,2,1,0,0,0,0,0,0,1,3,3,1,2,4,3,7,3,7,35
12,2021,1,3,1,0,0,0,1,3,3,4,6,7,4,5,9,4,5,1,6,59
12,2021,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,100.0,60.0,25.0,100.0,133.33333333333334,0.0,700.0,300.0,350.0,81.3953488372093
12,2021,2,1,0,1,0,1,3,6,5,4,2,4,2,2,0,0,0,2,0,32
12,2021,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,5
12,2021,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2021,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,15.625
12,2021,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2021,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2021,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2021,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2020,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,4
13,2020,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2020,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2020,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2020,3,1,5,4,4,1,9,20,36,53,40,59,59,45,44,34,39,16,21,491
13,2020,3,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,4
13,2020,3,3,2,2,1,0,2,5,10,15,13,16,13,17,8,8,12,4,9,137
13,2020,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.814663951120163
13,2020,4,1,28,10,14,16,75,134,172,260,292,317,323,384,419,496,395,318,498,4162
13,2020,4,2,4,1,0,1,5,3,12,30,32,54,85,118,143,207,167,158,241,1261
13,2020,4,3,22,8,8,6,27,66,96,166,202,223,238,261,296,356,256,227,308,2766
13,2020,4,4,14.285714285714286,10.0,0.0,6.25,6.666666666666667,2.2388059701492535,6.976744186046512,11.538461538461538,10.95890410958904,17.034700315457414,26.31578947368421,30.729166666666668,34.12887828162291,41.733870967741936,42.278481012658226,49.685534591194966,48.393574297188756,30.297933685728015
13,2020,5,1,54,53,48,66,126,122,181,197,232,234,231,276,283,315,266,275,457,3423
13,2020,5,2,2,1,3,2,8,13,13,31,54,69,61,126,181,235,225,193,402,1619
13,2020,5,3,48,36,36,54,103,100,182,225,231,252,253,298,346,374,331,290,472,3631
13,2020,5,4,3.7037037037037037,1.8867924528301887,6.25,3.0303030303030303,6.349206349206349,10.655737704918034,7.18232044198895,15.736040609137056,23.275862068965516,29.487179487179485,26.406926406926406,45.65217391304348,63.957597173144876,74.60317460317461,84.58646616541354,70.18181818181819,87.96498905908096,47.297692082968155
13,2020,6,1,88,59,46,59,88,107,85,100,114,125,116,116,122,131,97,89,174,1727
13,2020,6,2,3,2,2,5,9,5,7,9,22,21,28,36,52,78,57,66,131,533
13,2020,6,3,78,62,46,47,76,84,74,78,106,111,97,115,129,115,96,97,191,1602
13,2020,6,4,3.409090909090909,3.389830508474576,4.3478260869565215,8.474576271186441,10.227272727272727,4.672897196261682,8.235294117647058,9.0,19.29824561403509,16.8,24.137931034482758,31.03448275862069,42.622950819672134,59.541984732824424,58.76288659793814,74.15730337078652,75.28735632183908,30.862767805442964
13,2020,7,1,74,53,30,62,76,79,94,78,75,78,80,88,102,104,93,88,157,1533
13,2020,7,2,1,1,0,3,2,0,9,5,13,15,12,29,29,44,37,35,87,322
13,2020,7,3,70,43,27,57,53,47,56,59,53,59,66,79,79,98,81,85,133,1145
13,2020,7,4,1.3513513513513513,1.8867924528301887,0.0,4.838709677419355,2.6315789473684212,0.0,9.574468085106384,6.410256410256411,17.333333333333332,19.23076923076923,15.0,32.95454545454545,28.431372549019606,42.30769230769231,39.784946236559136,39.77272727272727,55.4140127388535,21.004566210045663
13,2020,8,1,42,30,17,49,45,95,81,105,96,117,105,99,118,104,89,64,116,1379
13,2020,8,2,3,4,0,1,1,3,2,5,7,6,16,13,30,38,27,30,68,254
13,2020,8,3,35,30,16,34,32,59,42,66,55,74,67,66,93,78,62,51,111,971
13,2020,8,4,7.142857142857143,13.333333333333334,0.0,2.0408163265306123,2.2222222222222223,3.1578947368421053,2.4691358024691357,4.761904761904762,7.291666666666667,5.128205128205129,15.238095238095237,13.131313131313131,25.423728813559322,36.53846153846154,30.337078651685392,46.875,58.62068965517241,18.419144307469182
13,2020,9,1,43,25,22,53,86,155,165,179,165,123,148,163,145,150,131,81,138,1972
13,2020,9,2,2,1,2,2,0,2,4,6,14,12,17,28,21,38,38,27,50,264
13,2020,9,3,42,23,13,36,33,67,69,79,104,72,113,104,102,121,107,78,109,1272
13,2020,9,4,4.651162790697675,4.0,9.090909090909092,3.7735849056603774,0.0,1.2903225806451613,2.4242424242424243,3.35195530726257,8.484848484848484,9.75609756097561,11.486486486486486,17.177914110429448,14.482758620689655,25.333333333333332,29.00763358778626,33.333333333333336,36.231884057971016,13.387423935091277
13,2020,10,1,64,42,40,51,125,168,187,214,198,205,186,162,173,177,162,135,151,2441
13,2020,10,2,2,0,0,2,3,4,6,9,18,13,23,38,35,52,56,52,84,397
13,2020,10,3,39,23,20,19,37,44,58,76,79,109,102,121,123,124,125,101,134,1334
13,2020,10,4,3.125,0.0,0.0,3.9215686274509802,2.4,2.380952380952381,3.2085561497326203,4.205607476635514,9.090909090909092,6.341463414634147,12.365591397849462,23.45679012345679,20.23121387283237,29.37853107344633,34.5679012345679,38.51851851851852,55.629139072847686,16.263826300696437
13,2020,11,1,82,24,29,42,105,149,160,193,165,139,129,175,176,161,121,104,165,2119
13,2020,11,2,2,0,1,0,2,1,6,2,17,8,19,30,40,30,59,40,82,339
13,2020,11,3,62,14,12,12,27,24,50,72,84,75,78,110,115,120,113,96,141,1205
